pseudo_id,labels,n_frames,n_labels
G7eC,[14],300,1
K5eC,[3],271,1
igeC,"[2, 7, 269, 320]",132,4
sheC,"[8, 89]",300,2
QeeC,"[0, 1]",288,2
zgeC,"[66, 3701]",162,2
9PeC,"[2, 7, 90, 413]",300,4
cXeC,[451],300,1
omeC,"[11, 20, 22, 29, 32, 120, 122, 221, 2087]",184,9
CbeC,"[3, 28, 33, 38, 78, 86, 257]",300,7
xaeC,"[26, 466]",298,2
7ZeC,"[41, 99]",134,2
m3eC,"[2, 17, 75, 95, 116, 135, 345]",255,7
heeC,"[9, 10, 37]",300,3
DMeC,"[2, 7, 116, 197, 316, 1709, 2902]",203,7
mveC,"[0, 1, 449]",194,3
5deC,"[0, 1, 35, 134, 795]",300,5
0ueC,"[43, 101, 374, 549, 2490]",187,5
XWeC,"[14, 466]",205,2
gieC,"[0, 1, 36, 142]",300,4
HveC,"[27, 1118]",300,2
KpeC,[1737],159,1
L4eC,"[5, 49, 80, 265]",300,4
WBeC,[66],300,1
m4eC,"[0, 1, 203, 613, 1091, 2500]",300,6
GxeC,"[2, 17, 19, 30, 55, 143, 340, 345]",293,8
7FeC,"[17, 19, 129]",300,3
IreC,"[5, 16, 49]",300,3
7KeC,"[0, 1, 241]",220,3
7GeC,"[0, 63, 167]",125,3
ZseC,[79],247,1
kheC,"[1, 19, 48, 3238]",208,4
NMeC,"[17, 19, 143, 340]",179,4
ukeC,[3],140,1
eFeC,"[4, 9, 10, 34]",173,4
sLeC,"[46, 155, 264, 438]",300,4
22eC,"[39, 50, 931, 2854]",300,4
EreC,"[2, 17, 19, 30, 55, 143, 340]",300,7
h0eC,[14],190,1
WceC,"[146, 158, 439]",140,3
jueC,"[66, 293]",256,2
ZkeC,"[2, 76, 473]",300,3
afeC,"[2, 7]",300,2
XmeC,"[3, 6]",300,2
IJeC,"[4, 31, 40, 47]",254,4
qheC,[8],281,1
p4eC,"[0, 1, 359, 412]",300,4
KCeC,[26],284,1
RBeC,"[2, 7, 197, 316, 344, 513]",171,6
XneC,[12],157,1
eceC,"[21, 23, 24]",297,3
DgeC,[204],138,1
paeC,[43],300,1
hBeC,"[0, 1, 1760]",148,3
t1eC,[25],147,1
qleC,"[161, 567, 1906]",145,3
TmeC,[13],164,1
qUeC,"[3, 6, 13]",234,3
upeC,"[12, 79]",131,2
HAeC,"[0, 1]",300,2
qIeC,"[4, 13, 38]",254,3
9EeC,"[0, 1, 63, 167]",259,4
freC,"[2, 7, 171, 235]",203,4
aReC,"[9, 34, 37, 382]",300,4
vceC,"[4, 54]",171,2
d6eC,"[9, 28, 33, 38, 78, 86, 987, 1088]",242,8
TweC,"[9, 10, 34]",300,3
2qeC,"[0, 538, 811]",300,3
iTeC,[99],202,1
DueC,[291],204,1
sReC,"[6, 3321]",300,2
cgeC,"[2, 7, 90, 469, 1769, 2668]",241,6
QLeC,"[180, 304]",149,2
mneC,"[15, 262, 502, 619]",151,4
NUeC,"[74, 200, 275]",121,3
iFeC,"[15, 18, 59, 178]",300,4
0CeC,[11],216,1
IueC,"[3, 4, 13]",202,3
jSeC,"[9, 421, 655]",300,3
30eC,"[385, 419, 1055, 1393]",300,4
3IeC,"[180, 304]",300,2
nUeC,[178],226,1
9zeC,"[15, 18, 43, 59, 60, 101, 419]",253,7
TPeC,"[2, 7, 197, 198, 316, 513, 2140]",174,7
DFeC,"[3, 4, 6, 9, 10, 13, 28, 38]",300,8
AyeC,"[60, 166, 353]",144,3
p3eC,"[41, 99, 389]",178,3
gSeC,"[43, 60, 101, 286, 374, 693, 873, 1503]",300,8
hWeC,"[0, 1, 134, 142, 180]",241,5
DyeC,[88],198,1
cUeC,"[2, 44, 109, 138, 631]",175,5
EleC,[195],177,1
9ReC,[195],240,1
2SeC,"[17, 19, 55, 143]",183,4
XReC,"[41, 389]",300,2
w8eC,[12],259,1
DBeC,[817],300,1
LceC,"[5, 301]",198,2
1reC,[653],286,1
t8eC,"[0, 79, 91]",300,3
N3eC,"[5, 16, 144]",195,3
XbeC,"[0, 1, 1441]",292,3
rueC,[175],174,1
vreC,"[0, 1, 63, 245, 352, 1185]",300,6
deeC,"[210, 685]",264,2
TJeC,[14],216,1
FqeC,"[11, 20, 22, 29, 32, 120, 122, 303, 430]",134,9
W4eC,"[66, 953, 1248]",300,3
o4eC,[1109],121,1
f2eC,"[2, 83, 2130]",248,3
fTeC,"[5, 136]",300,2
K8eC,"[6, 8, 194]",152,3
Y6eC,"[28, 33, 38, 78, 86]",216,5
iqeC,"[2, 43, 76, 2583]",279,4
JVeC,"[2, 17, 19, 30, 55, 60, 143, 1014]",179,8
EgeC,"[15, 1353]",292,2
jdeC,[663],208,1
VOeC,[1245],300,1
PueC,"[31, 40, 47, 57]",280,4
aheC,[740],128,1
WWeC,"[49, 81, 447, 790, 2280]",146,5
JJeC,"[0, 12]",300,2
mpeC,"[11, 20]",235,2
BreC,"[0, 1, 36, 94]",120,4
yteC,"[2, 7, 95, 224, 2244]",300,5
A9eC,"[46, 155, 264, 377, 3651]",191,5
TzeC,"[63, 335]",300,2
jieC,"[2, 7]",213,2
PdeC,"[9, 10, 34]",184,3
WKeC,"[3, 4]",219,2
cOeC,[14],252,1
7deC,"[11, 15, 18, 20, 22, 43, 59, 604, 2419]",160,9
lyeC,[16],300,1
FdeC,"[4, 9, 10, 34]",300,4
lNeC,"[10, 31, 40, 47, 97, 243]",283,6
0QeC,"[4, 13, 31, 47, 97, 243, 278]",284,7
4heC,"[0, 1, 159, 3760]",222,4
CNeC,"[133, 630]",300,2
53eC,[429],300,1
IVeC,"[141, 247]",139,2
q8eC,"[0, 1, 27]",300,3
kReC,"[3, 6, 10, 28, 33]",300,5
VgeC,"[508, 1106]",171,2
9aeC,"[97, 2148]",229,2
XyeC,"[1, 74]",125,2
s3eC,[1440],263,1
8xeC,"[0, 1, 27]",246,3
PVeC,"[0, 63, 335]",271,3
fjeC,"[2, 7, 2820]",224,3
KReC,"[21, 23, 24, 115]",174,4
JleC,[441],300,1
haeC,[14],218,1
eQeC,"[669, 871]",219,2
47eC,"[0, 1, 36, 142, 185]",300,5
c8eC,"[21, 23, 24, 73, 322, 676, 1066]",300,7
mQeC,"[3, 4, 13, 41]",218,4
yleC,"[50, 65, 355, 781, 1072]",243,5
yweC,[191],293,1
iHeC,[329],161,1
k0eC,"[15, 18, 67, 140]",228,4
R2eC,"[15, 555, 1225]",180,3
S3eC,[8],280,1
3WeC,"[6, 8]",130,2
71eC,[0],225,1
DWeC,"[1, 245, 3173]",213,3
KVeC,[31],300,1
8XeC,"[11, 20, 22, 29, 32, 122, 173, 211, 560, 892]",220,10
vLeC,"[2, 30, 55, 905]",300,4
4meC,"[3, 4, 13]",144,3
IMeC,"[3, 89]",300,2
YUeC,"[0, 1, 219]",300,3
OdeC,[1233],183,1
70eC,"[0, 12]",208,2
XOeC,"[0, 1, 63, 167, 335]",300,5
VfeC,[491],175,1
mbeC,"[3, 4, 10]",195,3
3qeC,"[5, 16, 1064]",134,3
iheC,"[0, 1, 27]",300,3
NveC,"[3, 4, 13, 28, 38, 675]",300,6
VdeC,"[0, 1, 714]",196,3
BgeC,"[11, 511]",300,2
pseC,[1668],298,1
gxeC,"[0, 1, 36, 367]",300,4
Z5eC,[289],255,1
OleC,"[3, 4, 13, 154]",300,4
g7eC,"[46, 264]",184,2
6NeC,[3],300,1
3aeC,"[141, 337]",300,2
I7eC,[562],300,1
8keC,"[5, 16]",206,2
YWeC,"[4, 13, 188]",300,3
8VeC,"[15, 18, 43, 59, 60, 101]",300,6
0deC,"[0, 1]",300,2
QFeC,"[17, 19, 443, 448]",300,4
RAeC,"[17, 19, 48, 639]",168,4
qSeC,"[9, 10, 34, 243, 3366]",238,5
4ZeC,"[15, 18, 87, 545]",293,4
L3eC,"[2, 7, 48]",222,3
W2eC,"[2, 7, 90, 810, 1739]",261,5
KmeC,[1676],164,1
FMeC,"[620, 783]",165,2
fZeC,"[2, 17, 129]",300,3
dYeC,[3],300,1
nEeC,[226],300,1
fXeC,[3],300,1
1ReC,[14],161,1
aeeC,"[588, 997, 3852]",298,3
HVeC,[61],300,1
rpeC,"[5, 16, 144]",300,3
LeeC,"[2, 7, 267, 415]",120,4
IOeC,"[6, 8, 206]",157,3
X2eC,[3],228,1
0jeC,"[8, 1652]",238,2
dDeC,[92],149,1
dreC,"[17, 19, 55, 448, 3480]",154,5
wHeC,"[8, 2287]",225,2
TFeC,"[0, 523, 802]",188,3
l3eC,"[53, 58, 163, 214]",126,4
XceC,"[0, 12]",300,2
gPeC,"[24, 343]",164,2
W9eC,"[0, 1, 63]",276,3
TLeC,"[2, 45, 51, 77, 137, 540]",300,6
qjeC,"[3, 4]",196,2
sYeC,[39],300,1
WDeC,"[0, 1, 74]",124,3
46eC,[14],187,1
1weC,[194],238,1
G3eC,[1092],122,1
JReC,"[0, 5, 769, 3182]",160,4
2eeC,"[0, 79]",150,2
OBeC,"[579, 1069]",146,2
dneC,"[33, 1700]",254,2
RIeC,"[11, 20, 22, 29, 107, 221]",300,6
jteC,"[15, 18, 96]",168,3
yeeC,"[4, 31, 40, 47, 57]",300,5
GqeC,"[0, 1, 35, 85]",152,4
0BeC,[14],212,1
5qeC,"[2, 7, 197, 316, 756]",281,5
GleC,"[2, 30, 55, 408]",157,4
MneC,"[39, 121, 156, 207, 338]",211,5
ZteC,[3],154,1
uGeC,"[5, 16]",137,2
xCeC,"[39, 181, 216, 222, 249]",145,5
e2eC,"[49, 422, 1267, 2663]",253,4
SYeC,[31],171,1
YneC,[731],194,1
kNeC,"[2, 44, 46, 107, 109, 138, 145, 162]",300,8
CkeC,[61],157,1
DTeC,"[6, 8, 414, 2090]",300,4
RMeC,[4],186,1
2feC,[3],300,1
MMeC,"[0, 1, 36, 147]",300,4
nieC,"[1, 25, 42, 487]",136,4
VLeC,"[127, 498, 770]",144,3
RVeC,[1534],300,1
tWeC,"[3, 6]",162,2
nFeC,"[2, 44]",127,2
tEeC,"[2, 7, 198, 710, 1959]",147,5
y3eC,"[5, 16, 466]",160,3
RReC,"[0, 2, 44, 64, 113, 119, 186, 425]",169,8
sFeC,[2016],217,1
CWeC,[14],259,1
74eC,"[0, 538]",144,2
queC,"[71, 152]",281,2
NPeC,"[26, 64, 149, 373, 415, 999]",300,6
sveC,"[42, 290]",135,2
pFeC,"[3, 4, 13]",235,3
qXeC,"[49, 146]",300,2
KdeC,"[0, 1, 27]",300,3
HMeC,[52],196,1
RneC,"[2, 30, 280]",256,3
pbeC,"[2, 45, 212]",300,3
OceC,"[4, 9, 10, 154, 263, 2582]",206,6
W8eC,"[0, 1, 93, 102]",300,4
s9eC,"[0, 1, 35, 245, 424]",300,5
CceC,"[50, 65, 355, 1072]",300,4
2teC,[52],180,1
ECeC,"[11, 20, 22, 29, 32, 112]",212,6
b9eC,[108],158,1
V9eC,[159],189,1
r1eC,[8],143,1
ZgeC,"[6, 8]",300,2
VBeC,"[312, 884]",219,2
IYeC,"[2, 7, 1099, 1759, 2065]",168,5
gOeC,[580],300,1
qTeC,"[296, 359]",209,2
RLeC,"[451, 2964]",179,2
K3eC,"[0, 1, 27]",169,3
UDeC,[8],143,1
qEeC,"[0, 1]",300,2
qJeC,"[50, 65]",161,2
lGeC,"[2, 76, 227, 281, 446, 1314]",300,6
feeC,"[0, 14, 27]",241,3
KGeC,"[3, 6]",205,2
GbeC,"[6, 8, 206]",162,3
ggeC,[3],300,1
aueC,"[6, 552]",220,2
OQeC,"[0, 1, 36, 132, 185]",300,5
OveC,"[182, 385]",152,2
X1eC,"[5, 16, 597, 1030]",251,4
NVeC,"[11, 20, 22, 112, 579]",300,5
CeeC,"[0, 1, 63, 989, 1047]",300,5
3LeC,"[4, 9, 10, 37]",160,4
h9eC,[3],185,1
apeC,[2971],250,1
tkeC,[14],286,1
veeC,[8],124,1
3keC,[1210],203,1
rgeC,"[11, 20, 22, 32, 120, 430]",300,6
dmeC,"[3, 4, 13, 54, 168, 330]",272,6
EueC,"[1, 35, 285, 904]",197,4
4VeC,"[0, 1, 223, 323]",300,4
YEeC,"[15, 18, 170, 314]",139,4
c6eC,"[6, 8]",300,2
XTeC,"[3, 4, 6, 13, 41]",214,5
n0eC,"[110, 304]",300,2
pkeC,[66],183,1
v7eC,[11],141,1
U3eC,"[15, 18, 67, 1048]",284,4
TieC,"[11, 229, 877]",229,3
yVeC,[116],136,1
89eC,"[2, 44, 46, 64, 113, 119, 155, 264]",220,8
sfeC,"[4, 10, 13, 97, 243, 351]",154,6
kleC,[12],193,1
6feC,"[5, 1184, 2328]",155,3
uveC,"[2, 7]",300,2
kueC,"[11, 20, 22, 29, 32, 506]",126,6
90eC,"[3, 4, 9, 10, 13, 37]",300,6
nPeC,"[0, 741]",240,2
o2eC,"[28, 33, 38, 78, 86, 257]",174,6
g6eC,"[21, 23, 3245]",300,3
hgeC,"[2, 45, 51, 56, 77, 137, 295]",207,7
0veC,"[8, 310]",300,2
gmeC,"[0, 523, 802, 1458]",178,4
HseC,[14],227,1
TjeC,[219],194,1
qneC,[5],282,1
NTeC,"[19, 197, 198, 316, 513, 524, 753, 988, 1946]",169,9
2beC,[3],232,1
7EeC,"[2, 26, 75, 379, 735, 827, 1453, 2468]",157,8
rBeC,"[110, 2749]",300,2
PoeC,[310],186,1
5IeC,"[2, 83]",132,2
y4eC,"[15, 18, 67, 796]",255,4
6PeC,"[347, 780]",282,2
P6eC,"[0, 92]",161,2
hpeC,[255],300,1
YPeC,"[0, 1, 25, 35, 865, 1642, 2711]",191,7
A8eC,"[5, 16, 25, 136]",187,4
wyeC,[1458],170,1
G6eC,"[5, 16, 597, 1030]",253,4
peeC,"[0, 1, 36, 132, 185]",237,5
uEeC,"[0, 1, 234]",300,3
preC,[25],176,1
1seC,"[2, 7, 179]",186,3
j3eC,[65],300,1
7NeC,"[2, 7, 48]",228,3
6BeC,"[0, 1, 5]",300,3
BLeC,"[210, 271, 315]",120,3
NyeC,"[4, 9, 10, 34]",152,4
ugeC,"[4, 13, 41]",244,3
f8eC,"[3, 97]",171,2
54eC,"[21, 23, 24, 73, 115]",182,5
dZeC,[452],161,1
sAeC,"[3, 6]",216,2
X4eC,"[21, 23, 24, 132]",243,4
Q0eC,[0],300,1
NYeC,"[0, 1, 36, 132]",253,4
jfeC,"[0, 949]",300,2
zweC,[61],140,1
CDeC,"[0, 1]",300,2
7SeC,"[2, 44, 64, 113, 119, 186, 425]",300,7
3teC,"[15, 18, 96, 463, 708]",243,5
LHeC,"[8, 383, 807]",187,3
uXeC,"[11, 20, 22, 123, 176, 211, 250, 321, 462, 1201]",300,10
cAeC,"[0, 193, 1401]",300,3
FoeC,"[0, 1, 36, 94, 192, 331, 455]",163,7
nHeC,"[0, 1, 36, 94, 147, 183, 192]",138,7
x6eC,"[468, 635, 700, 717]",179,4
QreC,"[0, 1, 36, 132, 153, 777]",258,6
BqeC,"[26, 194, 441, 1944]",183,4
MueC,"[2, 7, 957]",180,3
AHeC,"[429, 1945]",300,2
xNeC,"[4, 9, 10, 37]",274,4
U9eC,"[60, 160, 284]",125,3
MFeC,"[74, 187, 838]",147,3
rLeC,[12],157,1
y7eC,"[0, 1, 48, 85]",300,4
hDeC,"[0, 312]",225,2
gLeC,"[25, 268]",300,2
cveC,[12],132,1
wYeC,"[0, 42]",294,2
3GeC,"[2, 7, 26, 297, 441]",300,5
yXeC,"[0, 1, 27]",152,3
iteC,"[2, 30, 1732]",253,3
XLeC,"[61, 3575]",300,2
XjeC,[179],263,1
oleC,"[3, 13]",300,2
EWeC,"[398, 482, 501, 1290]",226,4
qoeC,"[0, 12]",300,2
HeeC,"[4, 13]",300,2
7qeC,[556],266,1
8neC,"[10, 754]",121,2
Y8eC,"[0, 1, 517, 2845]",142,4
PMeC,"[46, 107, 109, 114]",300,4
DveC,"[0, 1, 193, 2555]",247,4
BDeC,"[11, 83, 720, 751, 1081]",300,5
kVeC,"[3, 4, 13, 168, 188]",169,5
lmeC,"[4, 9, 10]",300,3
sbeC,"[2, 83, 3297]",300,3
UIeC,[92],300,1
a7eC,"[1767, 3273]",244,2
nqeC,"[21, 23, 24, 73, 471]",199,5
28eC,"[262, 542]",201,2
VGeC,"[68, 72]",162,2
kUeC,[3],174,1
wdeC,[0],300,1
TneC,"[154, 263]",300,2
UMeC,"[50, 65, 355, 781]",300,4
Q7eC,"[6, 8]",273,2
tHeC,"[0, 1, 845]",257,3
KXeC,"[0, 1, 5, 69, 378, 1374, 3615]",199,7
PseC,[26],121,1
jTeC,"[4, 9, 10, 34]",268,4
EXeC,[301],220,1
s8eC,"[3, 4]",243,2
AweC,[14],221,1
YBeC,"[53, 58, 228]",191,3
91eC,[3],300,1
kfeC,[146],300,1
KZeC,"[0, 1, 5, 69, 105, 234, 467, 628, 678]",300,9
VCeC,"[5, 570]",228,2
PgeC,"[3, 4, 13]",175,3
I1eC,[3],266,1
DAeC,"[3, 4, 6, 9, 10]",300,5
PceC,"[71, 146, 308, 1640]",300,4
R3eC,[92],187,1
o5eC,"[700, 962, 1171, 1342]",159,4
ZPeC,"[0, 42, 111]",121,3
QieC,[8],214,1
p5eC,[25],149,1
9reC,[391],231,1
aIeC,"[307, 497]",172,2
xoeC,"[3, 4, 6]",216,3
oaeC,"[18, 170]",300,2
5JeC,[8],194,1
h6eC,"[3, 6]",228,2
0KeC,"[0, 1, 35, 968]",300,4
p7eC,"[146, 158, 454]",275,3
62eC,"[0, 1, 42, 111]",143,4
m2eC,"[0, 1, 799, 815]",255,4
KheC,"[2, 7, 198]",217,3
B4eC,[406],300,1
fHeC,"[2, 7, 75]",256,3
PKeC,"[9, 10, 37]",201,3
bfeC,"[0, 1, 42, 1384]",224,4
YQeC,"[3, 6]",195,2
nmeC,[106],188,1
a6eC,"[0, 1, 409, 613, 2849]",169,5
R5eC,"[0, 1, 245]",293,3
hMeC,"[599, 1800]",133,2
xFeC,"[246, 524, 658, 988]",240,4
HleC,"[4, 8, 13, 41]",171,4
SheC,"[99, 2580]",282,2
WReC,"[15, 262, 1057, 3018]",300,4
OxeC,[8],233,1
P4eC,[5],152,1
d5eC,"[227, 474]",205,2
azeC,"[2, 7]",278,2
JkeC,"[5, 150, 204]",212,3
EKeC,"[6, 8]",209,2
iBeC,"[0, 1, 27, 1235]",148,4
8OeC,"[0, 193, 479, 963]",142,4
1aeC,"[3, 4, 6, 9, 10, 539]",300,6
ZeeC,"[126, 220, 291]",300,3
2peC,"[146, 343, 1934]",270,3
WbeC,"[3, 4, 6]",300,3
hkeC,"[1, 105, 349, 424, 510]",235,5
A3eC,"[0, 1, 35, 1327, 2377]",300,5
rjeC,"[62, 390, 748, 1655, 2658]",122,5
WreC,[3],300,1
vheC,"[3, 4, 13, 41]",170,4
TqeC,"[66, 1637]",139,2
hweC,"[6, 8]",300,2
QpeC,[958],200,1
jreC,[14],188,1
OzeC,[8],150,1
tQeC,[0],213,1
DSeC,"[5, 16]",300,2
zOeC,"[4, 9, 10, 13, 14, 1830]",241,6
BFeC,"[1099, 1759, 2065]",132,3
1OeC,"[15, 18, 59, 1260]",197,4
5seC,"[2, 7, 198, 235]",207,4
AxeC,"[3297, 3396]",146,2
moeC,[3],300,1
jQeC,"[11, 20, 22, 32, 211, 321]",300,6
OpeC,"[4, 9, 10, 34]",173,4
coeC,"[5, 16, 379]",300,3
nZeC,[0],120,1
LweC,"[2, 17, 19, 143]",178,4
hNeC,[261],199,1
3beC,[764],144,1
25eC,[8],221,1
oZeC,"[146, 158, 279, 439, 454, 1010]",137,6
i5eC,"[3, 4, 31, 47]",300,4
MQeC,"[26, 150, 199, 326, 1231]",240,5
WzeC,"[39, 121]",186,2
0xeC,"[0, 1, 42, 290, 431]",300,5
00eC,"[39, 121, 207]",300,3
lReC,"[0, 12, 79, 91]",300,4
nNeC,"[5, 16, 570]",192,3
05eC,"[11, 20, 22, 29, 32, 122, 572, 680, 752, 2521, 3282]",300,11
jseC,"[0, 1802]",159,2
3oeC,[188],217,1
U2eC,"[17, 19]",290,2
aBeC,"[3, 4]",280,2
vReC,"[3, 13]",180,2
Q9eC,"[6, 8, 558]",257,3
d4eC,"[11, 20, 22, 29, 32, 112]",300,6
dQeC,"[2, 30]",158,2
VpeC,"[68, 72, 151, 182]",300,4
kSeC,"[0, 1, 63, 450]",300,4
37eC,"[354, 3648]",150,2
NseC,"[0, 1, 27]",300,3
PveC,"[0, 12]",300,2
3xeC,"[39, 66, 202]",300,3
m8eC,"[2, 17, 95, 135, 490]",233,5
YheC,[434],300,1
iXeC,"[53, 58, 60, 163, 232]",267,5
zNeC,[518],179,1
UeeC,"[2, 26, 45, 51, 77, 137, 298]",281,7
e3eC,"[11, 112, 302, 1684]",192,4
UAeC,[110],300,1
S4eC,"[275, 859]",128,2
vzeC,[14],168,1
dTeC,"[2, 7, 90, 172, 2233]",287,5
LOeC,"[11, 229]",191,2
FueC,"[15, 603, 1272]",191,3
3meC,"[1871, 2086]",300,2
uVeC,"[0, 1, 93, 102]",300,4
6yeC,"[2, 75, 104]",122,3
UPeC,"[7, 53]",204,2
BeeC,[342],300,1
UmeC,"[205, 429]",184,2
nOeC,"[2, 7, 90, 757, 3373]",141,5
6peC,"[10, 31, 97]",180,3
GHeC,"[50, 65]",300,2
XEeC,"[0, 1, 1232]",207,3
mGeC,"[5, 16, 2010]",300,3
j6eC,"[60, 160, 231, 690]",138,4
hGeC,"[2, 45, 298, 1555]",133,4
KQeC,"[0, 1, 35, 1972]",275,4
xqeC,[310],197,1
FzeC,"[2, 7, 1000, 2512]",300,4
MOeC,[179],198,1
YdeC,"[14, 71]",197,2
9veC,"[16, 157]",135,2
mqeC,"[26, 1860]",231,2
XKeC,"[2, 7, 508]",217,3
Y4eC,[8],191,1
LDeC,"[3, 6]",243,2
mAeC,"[0, 12]",225,2
rceC,"[2, 7]",216,2
S6eC,[25],120,1
5keC,"[0, 1, 35, 134, 230]",150,5
7aeC,"[293, 390]",300,2
0JeC,"[2, 7, 17, 128, 177, 213, 757, 2837]",121,8
myeC,[9],270,1
04eC,"[68, 72, 98, 151, 240, 2868, 3829]",300,7
ojeC,"[4, 9, 10, 37]",241,4
P7eC,"[2, 17, 1068, 1192]",177,4
UFeC,[6],300,1
w0eC,"[50, 65, 355, 1500, 2327]",122,5
ateC,"[5, 16, 49, 244, 292]",300,5
N9eC,"[43, 101, 549]",217,3
oTeC,[0],200,1
jleC,[3],154,1
wPeC,"[2, 7, 17, 128, 197, 198, 513, 2213]",278,8
2ZeC,[291],122,1
H5eC,"[0, 1, 489, 776, 1274]",236,5
qceC,"[210, 685]",205,2
XgeC,"[11, 1157]",188,2
5zeC,"[52, 70, 125]",200,3
ZJeC,"[168, 188, 594]",135,3
CYeC,"[0, 1, 319]",151,3
lYeC,[12],154,1
sUeC,[1037],300,1
qfeC,"[2, 7, 224, 269, 320]",191,5
3ieC,"[0, 1, 19, 1607]",300,4
7weC,"[5, 49, 80]",300,3
JGeC,"[2, 7, 1453]",120,3
mseC,"[28, 33, 38, 78, 86, 257, 553]",245,7
1EeC,"[2, 60, 76, 385, 419, 571, 1055, 2696]",182,8
fteC,[329],300,1
ZNeC,"[6, 8]",169,2
e1eC,"[0, 12]",162,2
X8eC,"[3, 4, 9, 324]",199,4
tAeC,"[9, 10, 34]",204,3
njeC,"[62, 411]",182,2
IdeC,[14],215,1
0peC,"[11, 20, 22, 29, 32, 112, 120, 122, 173, 221, 444, 506, 930, 2901]",297,14
c7eC,"[2, 26, 45, 442]",274,4
OheC,[105],208,1
ICeC,"[0, 1, 5, 16, 144, 190, 378]",238,7
cleC,"[9, 10, 34, 37, 1065]",295,5
EeeC,"[0, 52]",300,2
q7eC,"[81, 790]",259,2
8CeC,[921],287,1
zVeC,"[2, 7, 83, 2130]",149,4
bIeC,"[0, 1, 5, 744, 1963]",300,5
bheC,"[3, 4, 6, 10, 13, 71, 2404]",300,7
FLeC,"[182, 392]",205,2
KxeC,"[9, 10, 37, 2624]",160,4
VXeC,[451],180,1
yUeC,"[5, 144]",225,2
9neC,"[0, 1, 223, 287, 323]",300,5
cbeC,[61],148,1
t9eC,[798],191,1
HreC,"[2, 7, 48, 177, 1217, 2834]",228,6
eneC,"[28, 33, 38, 78, 86, 257, 553]",172,7
qeeC,"[0, 5, 16, 51, 442, 2175]",300,6
rEeC,"[39, 393]",300,2
Z2eC,"[0, 1, 27]",300,3
XxeC,"[18, 43, 59, 60, 101, 1415]",300,6
yveC,"[26, 782, 872]",237,3
v9eC,"[375, 420]",230,2
oMeC,"[3, 4, 9]",218,3
uUeC,"[2, 17, 19, 30]",131,4
76eC,[1911],179,1
NaeC,[343],279,1
95eC,[887],300,1
hKeC,"[3, 4, 6, 10, 13]",300,5
n2eC,"[0, 1]",143,2
VEeC,"[21, 23, 24, 73]",127,4
jJeC,"[5, 16, 223]",162,3
p0eC,"[15, 18, 26, 130, 170, 259]",300,6
x2eC,"[0, 1, 5]",300,3
CteC,"[0, 12]",300,2
sGeC,"[11, 20, 22, 572]",131,4
CSeC,"[5, 744, 2940]",218,3
6VeC,"[0, 12]",187,2
qKeC,[3712],239,1
0WeC,"[21, 23, 24, 73, 209, 288, 322, 496]",143,8
KJeC,[737],121,1
hXeC,"[100, 161, 567, 704, 1515]",122,5
R8eC,"[6, 14]",197,2
lWeC,"[9, 10, 37]",255,3
bieC,"[11, 20, 22, 29, 32, 112, 122]",143,7
4veC,"[2, 7, 17, 48, 566, 1622]",256,6
n1eC,"[0, 1, 968]",251,3
FceC,"[11, 62, 411]",219,3
qReC,[939],166,1
QoeC,"[0, 1, 5, 358]",300,4
NZeC,"[5, 744, 1963, 3639]",261,4
32eC,"[2, 76, 446, 473, 1392]",251,5
zieC,[8],224,1
2seC,[71],266,1
v0eC,[885],300,1
WdeC,[2472],206,1
djeC,"[158, 279, 305, 1010, 1649]",300,5
EOeC,"[3, 4]",300,2
DceC,"[0, 79]",300,2
k4eC,"[8, 205]",189,2
wNeC,"[0, 237, 312]",300,3
VoeC,"[2, 7, 955]",177,3
AteC,"[6, 8, 558]",130,3
qOeC,"[5, 16, 662]",202,3
IKeC,[12],271,1
VeeC,"[3, 4, 13, 31, 40, 47, 54]",300,7
RreC,"[26, 62, 130, 1277]",165,4
xBeC,"[11, 20, 22, 173]",294,4
SSeC,"[12, 237]",157,2
xbeC,[300],155,1
AFeC,"[43, 374, 693, 1503]",190,4
MkeC,[484],259,1
12eC,[41],294,1
zDeC,"[60, 68, 72, 98, 151]",142,5
RQeC,"[21, 23, 24, 200, 588]",206,5
UneC,"[2, 44, 46, 109, 145, 507]",122,6
h2eC,[14],225,1
TVeC,"[0, 27, 88]",207,3
KceC,[2593],196,1
uFeC,"[6, 206]",300,2
5MeC,[3],207,1
EyeC,"[39, 393]",300,2
vMeC,"[182, 1611]",231,2
ZweC,"[46, 155, 179, 264]",123,4
SkeC,[0],131,1
1jeC,"[72, 98, 240]",223,3
dLeC,"[11, 20, 29, 32]",300,4
17eC,"[191, 299]",300,2
sneC,"[6, 8]",300,2
G9eC,"[2, 44, 46, 155, 264]",179,5
ZheC,"[0, 1, 153, 719]",180,4
V3eC,"[0, 1, 111]",293,3
CyeC,"[0, 1, 893, 2551]",300,4
fleC,"[74, 187, 588]",161,3
HReC,"[82, 103, 346, 350, 537]",300,5
gbeC,"[15, 18, 2266]",215,3
SFeC,[8],195,1
XPeC,"[0, 1, 36, 94]",225,4
XqeC,"[389, 860]",156,2
I5eC,"[3, 4, 6]",300,3
OoeC,"[2, 7, 116, 706, 1266]",282,5
eOeC,[8],247,1
3neC,[3],216,1
RkeC,"[26, 130, 435, 3849]",297,4
XaeC,"[3, 4, 13, 54]",300,4
wLeC,"[62, 1408]",178,2
WPeC,[31],286,1
